Date,close
2007-07-25,9.0
2007-07-27,14.0
2007-07-30,14.99
2007-07-31,16.07
2007-08-01,15.54
2007-08-02,16.525
2007-08-03,15.5
2007-08-06,16.375
2007-08-07,18.12
2007-08-08,18.875
2007-08-09,17.675
2007-08-10,18.075
2007-08-13,18.44
2007-08-14,16.75
2007-08-15,16.725
2007-08-16,16.015
2007-08-17,16.47
2007-08-20,16.5
2007-08-21,17.01
2007-08-22,17.145
2007-08-23,16.895
2007-08-24,17.185
2007-08-27,16.525
2007-08-28,16.15
2007-08-29,16.745
2007-08-30,16.785
2007-08-31,17.035
2007-09-04,17.48
2007-09-05,17.42
2007-09-06,18.475
2007-09-07,17.95
2007-09-10,18.33
2007-09-11,17.81
2007-09-12,17.915
2007-09-13,17.515
2007-09-14,17.09
2007-09-17,17.355
2007-09-18,18.1
2007-09-19,19.665
2007-09-20,19.895
2007-09-21,19.945
2007-09-24,19.685
2007-09-25,21.15
2007-09-26,21.515
2007-09-27,20.65
2007-09-28,21.015
2007-10-01,21.53
2007-10-02,22.8
2007-10-03,23.195
2007-10-04,22.25
2007-10-05,22.13
2007-10-08,23.1
2007-10-09,22.925
2007-10-10,23.35
2007-10-11,22.53
2007-10-12,21.66
2007-10-15,20.565
2007-10-16,23.65
2007-10-17,26.9
2007-10-18,28.06
2007-10-19,27.615
2007-10-22,29.0
2007-10-23,28.815
2007-10-24,28.0
2007-10-25,25.5
2007-10-26,25.23
2007-10-29,24.87
2007-10-30,25.03
2007-10-31,26.61
2007-11-01,24.565
2007-11-02,23.475
2007-11-05,21.865
2007-11-06,21.42
2007-11-07,20.65
2007-11-08,20.83
2007-11-09,20.045
2007-11-12,19.905
2007-11-13,21.75
2007-11-14,22.145
2007-11-15,20.75
2007-11-16,20.87
2007-11-19,19.105
2007-11-20,17.735
2007-11-21,18.885
2007-11-23,19.57
2007-11-26,19.06
2007-11-27,19.3
2007-11-28,20.25
2007-11-29,20.77
2007-11-30,18.335
2007-12-03,19.485
2007-12-04,18.825
2007-12-05,19.56
2007-12-06,20.0
2007-12-07,20.925
2007-12-10,21.8
2007-12-11,23.5
2007-12-12,23.225
2007-12-13,23.58
2007-12-14,22.43
2007-12-17,21.61
2007-12-18,22.205
2007-12-19,22.075
2007-12-20,22.99
2007-12-21,23.74
2007-12-24,24.58
2007-12-26,25.01
2007-12-27,23.91
2007-12-28,23.935
2007-12-31,23.685
2008-01-02,22.41
2008-01-03,22.38
2008-01-04,20.27
2008-01-07,19.225
2008-01-08,18.465
2008-01-09,17.0
2008-01-10,17.36
2008-01-11,16.535
2008-01-14,17.24
2008-01-15,16.01
2008-01-16,16.77
2008-01-17,16.16
2008-01-18,15.46
2008-01-22,14.765
2008-01-23,15.5
2008-01-24,16.055
2008-01-25,15.335
2008-01-28,15.85
2008-01-29,15.12
2008-01-30,15.9
2008-01-31,16.945
2008-02-01,17.45
2008-02-04,17.0
2008-02-05,16.85
2008-02-06,16.71
2008-02-07,17.005
2008-02-08,17.125
2008-02-11,17.185
2008-02-12,17.655
2008-02-13,17.325
2008-02-14,16.615
2008-02-15,16.03
2008-02-19,16.05
2008-02-20,15.24
2008-02-21,13.515
2008-02-22,14.965
2008-02-25,14.75
2008-02-26,14.535
2008-02-27,14.5
2008-02-28,14.42
2008-02-29,13.45
2008-03-03,13.105
2008-03-04,13.0
2008-03-05,13.895
2008-03-06,12.535
2008-03-07,11.545
2008-03-10,10.86
2008-03-11,13.075
2008-03-12,13.1
2008-03-13,13.885
2008-03-14,13.595
2008-03-17,13.0
2008-03-18,13.39
2008-03-19,13.165
2008-03-20,13.82
2008-03-24,15.565
2008-03-25,15.575
2008-03-26,16.34
2008-03-27,15.815
2008-03-28,14.735
2008-03-31,14.215
2008-04-01,15.785
2008-04-02,15.4
2008-04-03,16.215
2008-04-04,16.87
2008-04-07,16.575
2008-04-08,16.565
2008-04-09,16.3
2008-04-10,16.33
2008-04-11,15.54
2008-04-14,14.9
2008-04-15,14.895
2008-04-16,15.375
2008-04-17,15.0
2008-04-18,15.85
2008-04-21,16.405
2008-04-22,16.575
2008-04-23,16.97
2008-04-24,17.0
2008-04-25,16.73
2008-04-28,16.335
2008-04-29,15.92
2008-04-30,15.485
2008-05-01,16.0
2008-05-02,15.66
2008-05-05,16.335
2008-05-06,16.54
2008-05-07,16.7
2008-05-08,16.575
2008-05-09,16.825
2008-05-12,17.25
2008-05-13,16.98
2008-05-14,17.55
2008-05-15,18.315
2008-05-16,18.275
2008-05-19,17.8
2008-05-20,17.165
2008-05-21,16.105
2008-05-22,16.075
2008-05-23,15.43
2008-05-27,15.32
2008-05-28,16.055
2008-05-29,16.645
2008-05-30,15.995
2008-06-02,16.11
2008-06-03,15.13
2008-06-04,14.29
2008-06-05,14.83
2008-06-06,14.54
2008-06-09,14.05
2008-06-10,14.5
2008-06-11,13.9
2008-06-12,14.175
2008-06-13,14.01
2008-06-16,14.235
2008-06-17,13.88
2008-06-18,13.5
2008-06-19,13.75
2008-06-20,14.2
2008-06-23,14.64
2008-06-24,14.68
2008-06-25,14.8
2008-06-26,14.795
2008-06-27,14.915
2008-06-30,14.53
2008-07-01,14.43
2008-07-02,13.875
2008-07-03,13.735
2008-07-07,13.695
2008-07-08,13.735
2008-07-09,12.86
2008-07-10,12.44
2008-07-11,11.875
2008-07-14,11.875
2008-07-15,12.13
2008-07-16,13.875
2008-07-17,14.1
2008-07-18,14.325
2008-07-21,14.23
2008-07-22,14.305
2008-07-23,14.115
2008-07-24,12.99
2008-07-25,12.6
2008-07-28,12.305
2008-07-29,12.595
2008-07-30,11.55
2008-07-31,11.1
2008-08-01,11.01
2008-08-04,10.46
2008-08-05,10.59
2008-08-06,11.11
2008-08-07,10.52
2008-08-08,11.025
2008-08-11,11.35
2008-08-12,10.725
2008-08-13,10.61
2008-08-14,11.185
2008-08-15,11.425
2008-08-18,10.985
2008-08-19,10.195
2008-08-20,10.165
2008-08-21,9.735
2008-08-22,9.995
2008-08-25,9.085
2008-08-26,9.125
2008-08-27,9.49
2008-08-28,9.915
2008-08-29,9.685
2008-09-02,9.455
2008-09-03,9.505
2008-09-04,9.03
2008-09-05,9.33
2008-09-08,9.15
2008-09-09,9.105
2008-09-10,9.0
2008-09-11,10.295
2008-09-12,11.09
2008-09-15,10.185
2008-09-16,10.97
2008-09-17,11.33
